n_cells,n_positive_cells,total_transfers,share_dest_occ_drafted,n_dest_occ_drafted_cells,transfers_to_dest_occ_drafted,transfers_to_dest_occ_nondrafted
5286346,1485,4167,5.466914197443754e-4,2890,39,4128
