lag_year,office_unit,pos_norm,n_position,office_total,position_share
1939,厚生局 :: 防疫課,醫員,4,60,0.06666666666666667
1939,厚生局 :: 防疫課,雇,16,60,0.26666666666666666
1939,厚生局 :: 麻布健康相談所,保健婦,2,7,0.2857142857142857
1939,厚生局 :: 麻布健康相談所,所長,1,7,0.14285714285714285
1939,厚生局 :: 麻布健康相談所,書記,2,7,0.2857142857142857
1939,厚生局 :: 麻布健康相談所,醫員,2,7,0.2857142857142857
1939,土木局 :: 下水課,Unknown,3,4,0.75
1939,土木局 :: 下水課,技師,1,4,0.25
1939,土木局 :: 工事課,Unknown,12,59,0.2033898305084746
1939,土木局 :: 工事課,兼,5,59,0.0847457627118644
1939,土木局 :: 工事課,囑託員,12,59,0.2033898305084746
1939,土木局 :: 工事課,所長,2,59,0.03389830508474576
1939,土木局 :: 工事課,技手,25,59,0.423728813559322
1939,土木局 :: 工事課,課長,3,59,0.05084745762711865
1939,土木局 :: 庶務課,Unknown,12,109,0.11009174311926606
1939,土木局 :: 庶務課,事務員,35,109,0.3211009174311927
1939,土木局 :: 庶務課,兼,38,109,0.3486238532110092
1939,土木局 :: 庶務課,囑託員,13,109,0.11926605504587157
1939,土木局 :: 庶務課,技師,4,109,0.03669724770642202
1939,土木局 :: 庶務課,技手,3,109,0.027522935779816515
1939,土木局 :: 庶務課,課長,4,109,0.03669724770642202
1939,土木局 :: 建築課,Unknown,2,149,0.013422818791946308
1939,土木局 :: 建築課,主事,1,149,0.006711409395973154
1939,土木局 :: 建築課,事務員,14,149,0.09395973154362416
1939,土木局 :: 建築課,兼,119,149,0.7986577181208053
1939,土木局 :: 建築課,所長,1,149,0.006711409395973154
1939,土木局 :: 建築課,技手,11,149,0.0738255033557047
1939,土木局 :: 建築課,課長,1,149,0.006711409395973154
1939,土木局 :: 所,事務員,1,143,0.006993006993006993
1939,土木局 :: 所,兼,85,143,0.5944055944055944
1939,土木局 :: 所,囑託員,21,143,0.14685314685314685
1939,土木局 :: 所,局長,1,143,0.006993006993006993
1939,土木局 :: 所,所長,1,143,0.006993006993006993
1939,土木局 :: 所,技手,34,143,0.23776223776223776
1939,土木局 :: 施業課,Unknown,2,6,0.3333333333333333
1939,土木局 :: 施業課,事務員,2,6,0.3333333333333333
1939,土木局 :: 施業課,技師,1,6,0.16666666666666666
1939,土木局 :: 施業課,課長,1,6,0.16666666666666666
1939,土木局 :: 橋梁課,Unknown,16,96,0.16666666666666666
1939,土木局 :: 橋梁課,事務員,6,96,0.0625
1939,土木局 :: 橋梁課,囑託員,13,96,0.13541666666666666
1939,土木局 :: 橋梁課,技手,61,96,0.6354166666666666
1939,土木局 :: 河港課,主事,1,4,0.25
1939,土木局 :: 河港課,兼,2,4,0.5
1939,土木局 :: 河港課,課長,1,4,0.25
1939,土木局 :: 道路課,Unknown,13,143,0.09090909090909091
1939,土木局 :: 道路課,事務員,35,143,0.24475524475524477
1939,土木局 :: 道路課,兼,78,143,0.5454545454545454
1939,土木局 :: 道路課,囑託員,16,143,0.11188811188811189
1939,土木局 :: 道路課,課長,1,143,0.006993006993006993
1939,市会事務局 :: 中場,Unknown,3,4,0.75
1939,市会事務局 :: 中場,技師,1,4,0.25
1939,市会事務局 :: 井場,囑託員,3,3,1
1939,市会事務局 :: 会計課,Unknown,1,1,1
1939,市会事務局 :: 保護課,局長,3,3,1
1939,市会事務局 :: 公園課,囑託員,7,7,1
1939,市会事務局 :: 内記課,Unknown,1,4,0.25
1939,市会事務局 :: 内記課,事務員,2,4,0.5
1939,市会事務局 :: 内記課,課長,1,4,0.25
1939,市会事務局 :: 商工課,Unknown,1,3,0.3333333333333333
1939,市会事務局 :: 商工課,主事,2,3,0.6666666666666666
1939,市会事務局 :: 小売市場,兼,1,1,1
1939,市会事務局 :: 庶務課,Unknown,10,19,0.5263157894736842
1939,市会事務局 :: 庶務課,事務員,7,19,0.3684210526315789
1939,市会事務局 :: 庶務課,囑託員,1,19,0.05263157894736842
1939,市会事務局 :: 庶務課,課長,1,19,0.05263157894736842
1939,市会事務局 :: 揚場,書記,49,49,1
1939,市会事務局 :: 橋場,書記,141,141,1
1939,市会事務局 :: 河港課,Unknown,4,7,0.5714285714285714
1939,市会事務局 :: 河港課,事務員,3,7,0.42857142857142855
1939,市会事務局 :: 監査課,事務員,2,2,1
1939,市会事務局 :: 神場,Unknown,3,38,0.07894736842105263
1939,市会事務局 :: 神場,事務員,4,38,0.10526315789473684
1939,市会事務局 :: 神場,兼,20,38,0.5263157894736842
1939,市会事務局 :: 神場,囑託員,10,38,0.2631578947368421
1939,市会事務局 :: 神場,機關手,1,38,0.02631578947368421
1939,市会事務局 :: 経理課,Unknown,4,16,0.25
1939,市会事務局 :: 経理課,主事,1,16,0.0625
1939,市会事務局 :: 経理課,事務員,9,16,0.5625
1939,市会事務局 :: 経理課,局長,1,16,0.0625
1939,市会事務局 :: 経理課,課長,1,16,0.0625
1939,市会事務局 :: 職業課,局長,1,1,1
1939,市会事務局 :: 茅場,書記,132,132,1
1939,市会事務局 :: 草場,書記,44,44,1
1939,市会事務局 :: 議事課,Unknown,13,26,0.5
1939,市会事務局 :: 議事課,囑託員,12,26,0.46153846153846156
1939,市会事務局 :: 議事課,課長,1,26,0.038461538461538464
1939,市会事務局 :: 財務課,Unknown,1,7,0.14285714285714285
1939,市会事務局 :: 財務課,書記,6,7,0.8571428571428571
1939,市会事務局 :: 魚市場,Unknown,1,2,0.5
1939,市会事務局 :: 魚市場,事務員,1,2,0.5
1939,市民局 :: 中部出張所,所長,1,16,0.0625
1939,市民局 :: 中部出張所,技手,5,16,0.3125
1939,市民局 :: 中部出張所,書記,1,16,0.0625
1939,市民局 :: 中部出張所,雇,9,16,0.5625
1939,市民局 :: 体力課,Unknown,4,17,0.23529411764705882
1939,市民局 :: 体力課,主事,2,17,0.11764705882352941
1939,市民局 :: 体力課,書記,8,17,0.47058823529411764
1939,市民局 :: 体力課,雇,3,17,0.17647058823529413
1939,市民局 :: 公園課,Unknown,2,104,0.019230769230769232
1939,市民局 :: 公園課,兼,4,104,0.038461538461538464
1939,市民局 :: 公園課,技師,1,104,0.009615384615384616
1939,市民局 :: 公園課,技手,19,104,0.18269230769230768
1939,市民局 :: 公園課,書記,13,104,0.125
1939,市民局 :: 公園課,監視,2,104,0.019230769230769232
1939,市民局 :: 公園課,雇,63,104,0.6057692307692307
1939,市民局 :: 北部出張所,Unknown,2,58,0.034482758620689655
1939,市民局 :: 北部出張所,主事,1,58,0.017241379310344827
1939,市民局 :: 北部出張所,兼,1,58,0.017241379310344827
1939,市民局 :: 北部出張所,囑託員,3,58,0.05172413793103448
1939,市民局 :: 北部出張所,所長,1,58,0.017241379310344827
1939,市民局 :: 北部出張所,技手,14,58,0.2413793103448276
1939,市民局 :: 北部出張所,書記,12,58,0.20689655172413793
1939,市民局 :: 北部出張所,監視,2,58,0.034482758620689655
1939,市民局 :: 北部出張所,雇,22,58,0.3793103448275862
1939,市民局 :: 区町課,Unknown,1,39,0.02564102564102564
1939,市民局 :: 区町課,囑託員,2,39,0.05128205128205128
1939,市民局 :: 区町課,書記,10,39,0.2564102564102564
1939,市民局 :: 区町課,臨時,12,39,0.3076923076923077
1939,市民局 :: 区町課,雇,14,39,0.358974358974359
1939,市民局 :: 南部出張所,Unknown,2,17,0.11764705882352941
1939,市民局 :: 南部出張所,技手,1,17,0.058823529411764705
1939,市民局 :: 南部出張所,監視,2,17,0.11764705882352941
1939,市民局 :: 南部出張所,雇,12,17,0.7058823529411765
1939,市民局 :: 東部出張所,Unknown,1,17,0.058823529411764705
1939,市民局 :: 東部出張所,囑託員,1,17,0.058823529411764705
1939,市民局 :: 東部出張所,技手,3,17,0.17647058823529413
1939,市民局 :: 東部出張所,監視,5,17,0.29411764705882354
1939,市民局 :: 東部出張所,雇,7,17,0.4117647058823529
1939,市民局 :: 社会教育課,Unknown,1,50,0.02
1939,市民局 :: 社会教育課,主事,2,50,0.04
1939,市民局 :: 社会教育課,囑託員,7,50,0.14
1939,市民局 :: 社会教育課,書記,19,50,0.38
1939,市民局 :: 社会教育課,臨時,3,50,0.06
1939,市民局 :: 社会教育課,雇,18,50,0.36
1939,市民局 :: 西部出張所,主事,1,9,0.1111111111111111
1939,市民局 :: 西部出張所,書記,1,9,0.1111111111111111
1939,市民局 :: 西部出張所,監視,1,9,0.1111111111111111
1939,市民局 :: 西部出張所,雇,6,9,0.6666666666666666
1939,市民局 :: 観光課,Unknown,1,16,0.0625
1939,市民局 :: 観光課,兼,3,16,0.1875
1939,市民局 :: 観光課,囑託員,2,16,0.125
1939,市民局 :: 観光課,書記,2,16,0.125
1939,市民局 :: 観光課,課長,1,16,0.0625
1939,市民局 :: 観光課,雇,7,16,0.4375
1939,市民局 :: 計画課,Unknown,5,23,0.21739130434782608
1939,市民局 :: 計画課,主事,2,23,0.08695652173913043
1939,市民局 :: 計画課,囑託員,2,23,0.08695652173913043
1939,市民局 :: 計画課,書記,6,23,0.2608695652173913
1939,市民局 :: 計画課,臨時,2,23,0.08695652173913043
1939,市民局 :: 計画課,雇,6,23,0.2608695652173913
1939,建築局 :: 会計課,事務員,19,21,0.9047619047619048
1939,建築局 :: 会計課,技手,2,21,0.09523809523809523
1939,建築局 :: 住所,區長,49,49,1
1939,建築局 :: 医務課,囑託員,5,10,0.5
1939,建築局 :: 医務課,醫員,5,10,0.5
1939,建築局 :: 営繕課,Unknown,8,39,0.20512820512820512
1939,建築局 :: 営繕課,囑託員,1,39,0.02564102564102564
1939,建築局 :: 営繕課,技手,30,39,0.7692307692307693
1939,建築局 :: 土木課,Unknown,11,213,0.051643192488262914
1939,建築局 :: 土木課,事務員,21,213,0.09859154929577464
1939,建築局 :: 土木課,囑託員,103,213,0.4835680751173709
1939,建築局 :: 土木課,局長,4,213,0.018779342723004695
1939,建築局 :: 土木課,所長,1,213,0.004694835680751174
1939,建築局 :: 土木課,技師,1,213,0.004694835680751174
1939,建築局 :: 土木課,技手,72,213,0.3380281690140845
1939,建築局 :: 学校建設課,Unknown,8,35,0.22857142857142856
1939,建築局 :: 学校建設課,技手,27,35,0.7714285714285715
1939,建築局 :: 工務課,Unknown,10,61,0.16393442622950818
1939,建築局 :: 工務課,事務員,5,61,0.08196721311475409
1939,建築局 :: 工務課,囑託員,3,61,0.04918032786885246
1939,建築局 :: 工務課,技手,42,61,0.6885245901639344
1939,建築局 :: 工務課,課長,1,61,0.01639344262295082
1939,建築局 :: 庶務課,Unknown,8,86,0.09302325581395349
1939,建築局 :: 庶務課,主事,1,86,0.011627906976744186
1939,建築局 :: 庶務課,事務員,43,86,0.5
1939,建築局 :: 庶務課,囑託員,22,86,0.2558139534883721
1939,建築局 :: 庶務課,技師,1,86,0.011627906976744186
1939,建築局 :: 庶務課,技手,11,86,0.12790697674418605
1939,建築局 :: 所,Unknown,7,239,0.029288702928870293
1939,建築局 :: 所,主事,3,239,0.012552301255230125
1939,建築局 :: 所,事務員,63,239,0.26359832635983266
1939,建築局 :: 所,兼,4,239,0.016736401673640166
1939,建築局 :: 所,區長,129,239,0.5397489539748954
1939,建築局 :: 所,囑託員,11,239,0.04602510460251046
1939,建築局 :: 所,所長,1,239,0.0041841004184100415
1939,建築局 :: 所,技手,1,239,0.0041841004184100415
1939,建築局 :: 所,機關手,3,239,0.012552301255230125
1939,建築局 :: 所,看護婦長,1,239,0.0041841004184100415
1939,建築局 :: 所,講師,16,239,0.06694560669456066
1939,建築局 :: 揚場,區長,41,41,1
1939,建築局 :: 橋場,兼,1,88,0.011363636363636364
1939,建築局 :: 橋場,區長,87,88,0.9886363636363636
1939,建築局 :: 牛込区役所,區長,16,16,1
1939,建築局 :: 療養所,主事,1,21,0.047619047619047616
1939,建築局 :: 療養所,事務員,4,21,0.19047619047619047
1939,建築局 :: 療養所,所長,1,21,0.047619047619047616
1939,建築局 :: 療養所,講師,10,21,0.47619047619047616
1939,建築局 :: 療養所,醫員,5,21,0.23809523809523808
1939,建築局 :: 監護課,事務員,3,3,1
1939,建築局 :: 祕書課,Unknown,3,10,0.3
1939,建築局 :: 祕書課,主事,1,10,0.1
1939,建築局 :: 祕書課,事務員,5,10,0.5
1939,建築局 :: 祕書課,技手,1,10,0.1
1939,建築局 :: 第一施業課,Unknown,2,9,0.2222222222222222
1939,建築局 :: 第一施業課,事務員,3,9,0.3333333333333333
1939,建築局 :: 第一施業課,技手,3,9,0.3333333333333333
1939,建築局 :: 第一施業課,課長,1,9,0.1111111111111111
1939,建築局 :: 第一課,Unknown,4,8,0.5
1939,建築局 :: 第一課,事務員,1,8,0.125
1939,建築局 :: 第一課,技手,3,8,0.375
1939,建築局 :: 第二課,Unknown,3,20,0.15
1939,建築局 :: 第二課,事務員,9,20,0.45
1939,建築局 :: 第二課,囑託員,5,20,0.25
1939,建築局 :: 第二課,技手,2,20,0.1
1939,建築局 :: 第二課,課長,1,20,0.05
1939,建築局 :: 経理課,Unknown,34,151,0.2251655629139073
1939,建築局 :: 経理課,事務員,25,151,0.16556291390728478
1939,建築局 :: 経理課,區長,83,151,0.5496688741721855
1939,建築局 :: 経理課,技師,1,151,0.006622516556291391
1939,建築局 :: 経理課,技手,4,151,0.026490066225165563
1939,建築局 :: 経理課,課長,1,151,0.006622516556291391
1939,建築局 :: 経理課,醫員,3,151,0.019867549668874173
1939,建築局 :: 自動車課,Unknown,2,13,0.15384615384615385
1939,建築局 :: 自動車課,事務員,7,13,0.5384615384615384
1939,建築局 :: 自動車課,技手,4,13,0.3076923076923077
1939,建築局 :: 茅場,兼,89,123,0.7235772357723578
1939,建築局 :: 茅場,區長,34,123,0.2764227642276423
1939,建築局 :: 車輛課,Unknown,8,55,0.14545454545454545
1939,建築局 :: 車輛課,主事,1,55,0.01818181818181818
1939,建築局 :: 車輛課,事務員,11,55,0.2
1939,建築局 :: 車輛課,所長,2,55,0.03636363636363636
1939,建築局 :: 車輛課,技手,31,55,0.5636363636363636
1939,建築局 :: 車輛課,課長,1,55,0.01818181818181818
1939,建築局 :: 車輛課,講師,1,55,0.01818181818181818
1939,建築局 :: 運輸課,Unknown,9,100,0.09
1939,建築局 :: 運輸課,事務員,90,100,0.9
1939,建築局 :: 運輸課,囑託員,1,100,0.01
1939,建築局 :: 電燈課,Unknown,4,51,0.0784313725490196
1939,建築局 :: 電燈課,主事,1,51,0.0196078431372549
1939,建築局 :: 電燈課,事務員,21,51,0.4117647058823529
1939,建築局 :: 電燈課,技師,2,51,0.0392156862745098
1939,建築局 :: 電燈課,技手,23,51,0.45098039215686275
1939,復興事業局 :: エ華課,事務員,4,35,0.11428571428571428
1939,復興事業局 :: エ華課,囑託員,11,35,0.3142857142857143
1939,復興事業局 :: エ華課,技手,18,35,0.5142857142857142
1939,復興事業局 :: エ華課,課長,2,35,0.05714285714285714
1939,復興事業局 :: 上所,兼,5,5,1
1939,復興事業局 :: 会計課,Unknown,1,46,0.021739130434782608
1939,復興事業局 :: 会計課,主事,1,46,0.021739130434782608
1939,復興事業局 :: 会計課,事務員,42,46,0.9130434782608695
1939,復興事業局 :: 会計課,技手,1,46,0.021739130434782608
1939,復興事業局 :: 会計課,課長,1,46,0.021739130434782608
1939,復興事業局 :: 商工課,Unknown,13,73,0.1780821917808219
1939,復興事業局 :: 商工課,事務員,31,73,0.4246575342465753
1939,復興事業局 :: 商工課,囑託員,8,73,0.1095890410958904
1939,復興事業局 :: 商工課,技手,21,73,0.2876712328767123
1939,復興事業局 :: 工事課,Unknown,4,99,0.04040404040404041
1939,復興事業局 :: 工事課,事務員,20,99,0.20202020202020202
1939,復興事業局 :: 工事課,囑託員,36,99,0.36363636363636365
1939,復興事業局 :: 工事課,所長,3,99,0.030303030303030304
1939,復興事業局 :: 工事課,技手,34,99,0.3434343434343434
1939,復興事業局 :: 工事課,課長,2,99,0.020202020202020204
1939,復興事業局 :: 庶務課,Unknown,6,40,0.15
1939,復興事業局 :: 庶務課,事務員,12,40,0.3
1939,復興事業局 :: 庶務課,囑託員,20,40,0.5
1939,復興事業局 :: 庶務課,課長,2,40,0.05
1939,復興事業局 :: 整地課,Unknown,3,87,0.034482758620689655
1939,復興事業局 :: 整地課,事務員,19,87,0.21839080459770116
1939,復興事業局 :: 整地課,囑託員,24,87,0.27586206896551724
1939,復興事業局 :: 整地課,技手,37,87,0.42528735632183906
1939,復興事業局 :: 整地課,課長,4,87,0.04597701149425287
1939,復興事業局 :: 査急○教員〓習所,Unknown,2,61,0.03278688524590164
1939,復興事業局 :: 査急○教員〓習所,主事,1,61,0.01639344262295082
1939,復興事業局 :: 査急○教員〓習所,事務員,33,61,0.5409836065573771
1939,復興事業局 :: 査急○教員〓習所,兼,5,61,0.08196721311475409
1939,復興事業局 :: 査急○教員〓習所,囑託員,13,61,0.21311475409836064
1939,復興事業局 :: 査急○教員〓習所,講師,7,61,0.11475409836065574
1939,復興事業局 :: 監査課,Unknown,5,52,0.09615384615384616
1939,復興事業局 :: 監査課,事務員,46,52,0.8846153846153846
1939,復興事業局 :: 監査課,課長,1,52,0.019230769230769232
1939,復興事業局 :: 移転課,Unknown,1,86,0.011627906976744186
1939,復興事業局 :: 移転課,事務員,36,86,0.4186046511627907
1939,復興事業局 :: 移転課,囑託員,16,86,0.18604651162790697
1939,復興事業局 :: 移転課,技手,31,86,0.36046511627906974
1939,復興事業局 :: 移転課,課長,2,86,0.023255813953488372
1939,復興事業局 :: 第一課,Unknown,4,11,0.36363636363636365
1939,復興事業局 :: 第一課,囑託員,1,11,0.09090909090909091
1939,復興事業局 :: 第一課,技手,5,11,0.45454545454545453
1939,復興事業局 :: 第一課,課長,1,11,0.09090909090909091
1939,復興事業局 :: 第二課,Unknown,1,8,0.125
1939,復興事業局 :: 第二課,事務員,2,8,0.25
1939,復興事業局 :: 第二課,技手,4,8,0.5
1939,復興事業局 :: 第二課,課長,1,8,0.125
1939,復興事業局 :: 自働車課,Unknown,5,84,0.05952380952380952
1939,復興事業局 :: 自働車課,事務員,25,84,0.2976190476190476
1939,復興事業局 :: 自働車課,兼,1,84,0.011904761904761904
1939,復興事業局 :: 自働車課,所長,51,84,0.6071428571428571
1939,復興事業局 :: 自働車課,技手,1,84,0.011904761904761904
1939,復興事業局 :: 自働車課,課長,1,84,0.011904761904761904
1939,復興事業局 :: 車輛課,Unknown,8,50,0.16
1939,復興事業局 :: 車輛課,主事,1,50,0.02
1939,復興事業局 :: 車輛課,事務員,9,50,0.18
1939,復興事業局 :: 車輛課,技師,1,50,0.02
1939,復興事業局 :: 車輛課,技手,31,50,0.62
1939,復興事業局 :: 運輸課,Unknown,12,366,0.03278688524590164
1939,復興事業局 :: 運輸課,事務員,138,366,0.3770491803278688
1939,復興事業局 :: 運輸課,兼,203,366,0.5546448087431693
1939,復興事業局 :: 運輸課,囑託員,8,366,0.02185792349726776
1939,復興事業局 :: 運輸課,技師,1,366,0.00273224043715847
1939,復興事業局 :: 運輸課,技手,1,366,0.00273224043715847
1939,復興事業局 :: 運輸課,監督,3,366,0.00819672131147541
1939,復興事業局 :: 電力課,Unknown,20,157,0.12738853503184713
1939,復興事業局 :: 電力課,事務員,18,157,0.11464968152866242
1939,復興事業局 :: 電力課,兼,23,157,0.1464968152866242
1939,復興事業局 :: 電力課,技師,1,157,0.006369426751592357
1939,復興事業局 :: 電力課,技手,94,157,0.5987261146496815
1939,復興事業局 :: 電力課,課長,1,157,0.006369426751592357
1939,復興事業局 :: 電燈課,Unknown,3,79,0.0379746835443038
1939,復興事業局 :: 電燈課,事務員,57,79,0.7215189873417721
1939,復興事業局 :: 電燈課,兼,19,79,0.24050632911392406
1939,復興事業局 :: 青山診療所,事務員,4,15,0.26666666666666666
1939,復興事業局 :: 青山診療所,所長,2,15,0.13333333333333333
1939,復興事業局 :: 青山診療所,醫員,9,15,0.6
1939,復興事業局 :: 飼地課,Unknown,7,31,0.22580645161290322
1939,復興事業局 :: 飼地課,囑託員,10,31,0.3225806451612903
1939,復興事業局 :: 飼地課,技手,13,31,0.41935483870967744
1939,復興事業局 :: 飼地課,課長,1,31,0.03225806451612903
1939,復興事業局 :: 高速鉄道調査課,Unknown,4,18,0.2222222222222222
1939,復興事業局 :: 高速鉄道調査課,事務員,4,18,0.2222222222222222
1939,復興事業局 :: 高速鉄道調査課,技手,10,18,0.5555555555555556
1939,教育局 :: 学校体育課,Unknown,22,53,0.41509433962264153
1939,教育局 :: 学校体育課,主事,2,53,0.03773584905660377
1939,教育局 :: 学校体育課,囑託員,7,53,0.1320754716981132
1939,教育局 :: 学校体育課,技手,1,53,0.018867924528301886
1939,教育局 :: 学校体育課,書記,7,53,0.1320754716981132
1939,教育局 :: 学校体育課,看護婦,2,53,0.03773584905660377
1939,教育局 :: 学校体育課,臨時,5,53,0.09433962264150944
1939,教育局 :: 学校体育課,雇,7,53,0.1320754716981132
1939,教育局 :: 学校職員課,Unknown,3,40,0.075
1939,教育局 :: 学校職員課,主事,1,40,0.025
1939,教育局 :: 学校職員課,兼,2,40,0.05
1939,教育局 :: 学校職員課,技手,2,40,0.05
1939,教育局 :: 学校職員課,書記,19,40,0.475
1939,教育局 :: 学校職員課,雇,13,40,0.325
1939,教育局 :: 庶務課,主事,2,30,0.06666666666666667
1939,教育局 :: 庶務課,事務員,6,30,0.2
1939,教育局 :: 庶務課,兼,2,30,0.06666666666666667
1939,教育局 :: 庶務課,書記,9,30,0.3
1939,教育局 :: 庶務課,課長,1,30,0.03333333333333333
1939,教育局 :: 庶務課,雇,10,30,0.3333333333333333
1939,教育局 :: 所,事務員,6,7,0.8571428571428571
1939,教育局 :: 所,囑託員,1,7,0.14285714285714285
1939,教育局 :: 社会教育課,囑託員,9,20,0.45
1939,教育局 :: 社会教育課,講師,11,20,0.55
1939,教育局 :: 茅場,囑託員,28,28,1
1939,教育局 :: 視〓課,Unknown,32,54,0.5925925925925926
1939,教育局 :: 視〓課,囑託員,4,54,0.07407407407407407
1939,教育局 :: 視〓課,書記,7,54,0.12962962962962962
1939,教育局 :: 視〓課,臨時,3,54,0.05555555555555555
1939,教育局 :: 視〓課,雇,8,54,0.14814814814814814
1939,教育局 :: 視学課,Unknown,6,82,0.07317073170731707
1939,教育局 :: 視学課,事務員,1,82,0.012195121951219513
1939,教育局 :: 視学課,兼,4,82,0.04878048780487805
1939,教育局 :: 視学課,囑託員,71,82,0.8658536585365854
1939,水道局 :: 三河島汚水処分場,場長,1,19,0.05263157894736842
1939,水道局 :: 三河島汚水処分場,技手,4,19,0.21052631578947367
1939,水道局 :: 三河島汚水処分場,書記,1,19,0.05263157894736842
1939,水道局 :: 三河島汚水処分場,機關手,2,19,0.10526315789473684
1939,水道局 :: 三河島汚水処分場,船長,1,19,0.05263157894736842
1939,水道局 :: 三河島汚水処分場,雇,10,19,0.5263157894736842
1939,水道局 :: 下水課,Unknown,2,71,0.028169014084507043
1939,水道局 :: 下水課,兼,1,71,0.014084507042253521
1939,水道局 :: 下水課,囑託員,1,71,0.014084507042253521
1939,水道局 :: 下水課,技手,29,71,0.4084507042253521
1939,水道局 :: 下水課,書記,21,71,0.29577464788732394
1939,水道局 :: 下水課,雇,17,71,0.23943661971830985
1939,水道局 :: 会計課,Unknown,1,31,0.03225806451612903
1939,水道局 :: 会計課,書記,11,31,0.3548387096774194
1939,水道局 :: 会計課,雇,19,31,0.6129032258064516
1939,水道局 :: 元町営業所,主事,1,105,0.009523809523809525
1939,水道局 :: 元町営業所,所長,5,105,0.047619047619047616
1939,水道局 :: 元町営業所,技手,29,105,0.2761904761904762
1939,水道局 :: 元町営業所,書記,10,105,0.09523809523809523
1939,水道局 :: 元町営業所,雇,60,105,0.5714285714285714
1939,水道局 :: 呉服橋出張所,所長,2,29,0.06896551724137931
1939,水道局 :: 呉服橋出張所,技手,10,29,0.3448275862068966
1939,水道局 :: 呉服橋出張所,書記,3,29,0.10344827586206896
1939,水道局 :: 呉服橋出張所,雇,14,29,0.4827586206896552
1939,水道局 :: 小室,Unknown,3,90,0.03333333333333333
1939,水道局 :: 小室,技手,40,90,0.4444444444444444
1939,水道局 :: 小室,書記,9,90,0.1
1939,水道局 :: 小室,雇,38,90,0.4222222222222222
1939,水道局 :: 工事課,Unknown,4,16,0.25
1939,水道局 :: 工事課,事務員,6,16,0.375
1939,水道局 :: 工事課,囑託員,1,16,0.0625
1939,水道局 :: 工事課,技師,1,16,0.0625
1939,水道局 :: 工事課,技手,4,16,0.25
1939,水道局 :: 庶務課,Unknown,16,187,0.0855614973262032
1939,水道局 :: 庶務課,主事,2,187,0.0106951871657754
1939,水道局 :: 庶務課,事務員,27,187,0.1443850267379679
1939,水道局 :: 庶務課,兼,29,187,0.15508021390374332
1939,水道局 :: 庶務課,局長,1,187,0.0053475935828877
1939,水道局 :: 庶務課,技師,3,187,0.016042780748663103
1939,水道局 :: 庶務課,技手,14,187,0.0748663101604278
1939,水道局 :: 庶務課,書記,38,187,0.20320855614973263
1939,水道局 :: 庶務課,臨時,4,187,0.0213903743315508
1939,水道局 :: 庶務課,課長,2,187,0.0106951871657754
1939,水道局 :: 庶務課,雇,51,187,0.2727272727272727
1939,水道局 :: 庶務課兼給水課,Unknown,4,297,0.013468013468013467
1939,水道局 :: 庶務課兼給水課,事務員,14,297,0.04713804713804714
1939,水道局 :: 庶務課兼給水課,兼,259,297,0.8720538720538721
1939,水道局 :: 庶務課兼給水課,所長,12,297,0.04040404040404041
1939,水道局 :: 庶務課兼給水課,技手,7,297,0.02356902356902357
1939,水道局 :: 庶務課兼給水課,課長,1,297,0.003367003367003367
1939,水道局 :: 擴張課,Unknown,13,226,0.05752212389380531
1939,水道局 :: 擴張課,事務員,7,226,0.030973451327433628
1939,水道局 :: 擴張課,兼,44,226,0.19469026548672566
1939,水道局 :: 擴張課,技師,2,226,0.008849557522123894
1939,水道局 :: 擴張課,技手,60,226,0.26548672566371684
1939,水道局 :: 擴張課,書記,27,226,0.11946902654867257
1939,水道局 :: 擴張課,機關手,6,226,0.02654867256637168
1939,水道局 :: 擴張課,課長,1,226,0.004424778761061947
1939,水道局 :: 擴張課,雇,66,226,0.2920353982300885
1939,水道局 :: 日暮里出張所,技手,10,17,0.5882352941176471
1939,水道局 :: 日暮里出張所,書記,4,17,0.23529411764705882
1939,水道局 :: 日暮里出張所,雇,3,17,0.17647058823529413
1939,水道局 :: 木場出張所,技手,4,19,0.21052631578947367
1939,水道局 :: 木場出張所,書記,1,19,0.05263157894736842
1939,水道局 :: 木場出張所,雇,14,19,0.7368421052631579
1939,水道局 :: 杉並営業所,主事,1,116,0.008620689655172414
1939,水道局 :: 杉並営業所,技手,6,116,0.05172413793103448
1939,水道局 :: 杉並営業所,書記,6,116,0.05172413793103448
1939,水道局 :: 杉並営業所,雇,103,116,0.8879310344827587
1939,水道局 :: 松井町営業所,所長,13,72,0.18055555555555555
1939,水道局 :: 松井町営業所,技手,1,72,0.013888888888888888
1939,水道局 :: 松井町営業所,雇,58,72,0.8055555555555556
1939,水道局 :: 業務課,Unknown,2,73,0.0273972602739726
1939,水道局 :: 業務課,技手,12,73,0.1643835616438356
1939,水道局 :: 業務課,書記,26,73,0.3561643835616438
1939,水道局 :: 業務課,雇,33,73,0.4520547945205479
1939,水道局 :: 江戸川営業所,技手,1,37,0.02702702702702703
1939,水道局 :: 江戸川営業所,書記,5,37,0.13513513513513514
1939,水道局 :: 江戸川営業所,雇,31,37,0.8378378378378378
1939,水道局 :: 浅草出張所,Unknown,1,14,0.07142857142857142
1939,水道局 :: 浅草出張所,技師,1,14,0.07142857142857142
1939,水道局 :: 浅草出張所,技手,2,14,0.14285714285714285
1939,水道局 :: 浅草出張所,書記,1,14,0.07142857142857142
1939,水道局 :: 浅草出張所,雇,9,14,0.6428571428571429
1939,水道局 :: 王子営業所,技師,1,1,1
