n_kyoku_years,mean_total_flows,median_total_flows,mean_positive_pairs,median_positive_pairs,mean_top1,median_top1,mean_top2,median_top2,mean_top3,median_top3,mean_hhi,median_hhi
37,113.24324324324324,20,13.135135135135135,6,0.5804609138580714,0.5625,0.7208656085499002,0.8,0.8003062940134483,0.8636363636363636,0.47391187898906495,0.3766823470730386
