model,variable,me_stayed,me_left_draft,me_left_nondraft
A_Retention_Sal,lag_decor_rank_ext,-0.028895469402483276,0.010135486144402435,0.018759983258080842
A_Retention_Sal,lag_court_rank_ext,0.009042754743494117,0.0033830941030669553,-0.012425848846561073
A_Retention_Sal,female,-0.09189295046410233,-0.0023454798612937504,0.09423843032539608
A_Retention_Sal,own_tenure,-0.004646687241875315,-0.0015453128458447513,0.00619200008772006
A_Retention_Sal,log_salary,0.034684259727962456,-0.0030273213065426007,-0.03165693842141985
