n_within_dept_pairs,n_within_dept_pair_years,share_zero_origin_draft,share_any_origin_draft,share_origin_varies,share_zero_dest_draft,share_any_dest_draft,share_dest_varies,share_any_positive_flow,share_multi_active,n_origin_varies,n_dest_varies
59962,64724,0.9990660751809479,9.339248190520663e-4,5.003168673493213e-4,0.9990660751809479,9.339248190520663e-4,5.003168673493213e-4,0.00792168373303092,1.8344951802808446e-4,30,30
