model,nobs,pseudo_r2,dispersion,status,term,estimate,std.error,statistic,p.value,conf.low,conf.high
col5_dist_full_origin_ka_fe,2778413,0.38949615288453665,3.7390824525944315,estimated,log_N_d_occ,0.1627888271797726,0.07185589723865864,2.2654901467459774,0.023482617997300316,0.021953856515190606,0.3036237978443546
col5_dist_full_origin_ka_fe,2778413,0.38949615288453665,3.7390824525944315,estimated,occ_similarity,1.5739719243256034,0.37058404862331124,4.24727381055061,2.163874441277588e-5,0.8476405357788733,2.3003033128723334
col5_dist_full_origin_ka_fe,2778413,0.38949615288453665,3.7390824525944315,estimated,same_kyoku_diff_ka,-2.3608858977714884,0.3398298047162142,-6.947259672361645,3.724497837846243e-12,-3.0269400758885476,-1.694831719654429
col5_dist_full_origin_ka_fe,2778413,0.38949615288453665,3.7390824525944315,estimated,diff_kyoku,-4.896906128660924,0.28958449592062263,-16.910111548248096,3.789899569266936e-64,-5.464481311146531,-4.329330946175317
col5_dist_full_origin_ka_fe,2778413,0.38949615288453665,3.7390824525944315,estimated,log_N_o_occ:log_N_d_occ,0.03568353069564134,0.02534422777969889,1.4079549397131126,0.1591444132300225,-0.013990242968548013,0.08535730435983069
col6_dist_full_destination_ka_fe,1420716,0.41041401386039755,2.407338189189712,estimated,log_N_o_occ,0.763336039315655,0.09232223424843043,8.268171210648884,1.3602945199137835e-16,0.5823877852164611,0.9442842934148489
col6_dist_full_destination_ka_fe,1420716,0.41041401386039755,2.407338189189712,estimated,log_N_d_occ,0.15052835697854938,0.06607296836847792,2.2782139306815736,0.022713834688655208,0.021027718624678476,0.2800289953324203
col6_dist_full_destination_ka_fe,1420716,0.41041401386039755,2.407338189189712,estimated,occ_similarity,1.2961681839063328,0.4219920441973979,3.07154649413252,0.0021295299640195497,0.4690789755169984,2.1232573922956672
col6_dist_full_destination_ka_fe,1420716,0.41041401386039755,2.407338189189712,estimated,same_kyoku_diff_ka,-2.4076841256907424,0.3443622175442783,-6.991719773616456,2.715368404878831e-12,-3.082621669713875,-1.73274658166761
col6_dist_full_destination_ka_fe,1420716,0.41041401386039755,2.407338189189712,estimated,diff_kyoku,-5.024552953980571,0.29027849084425583,-17.309422201303963,3.9940278742416215e-67,-5.593488341521952,-4.45561756643919
col6_dist_full_destination_ka_fe,1420716,0.41041401386039755,2.407338189189712,estimated,log_N_o_occ:log_N_d_occ,0.03062718986273061,0.025259282385422327,1.212512271544429,0.2253163480233771,-0.018880093888024127,0.08013447361348534
