event_id,staff_id,dest_office_id,dest_section_id,dest_ka,dest_kakari,dest_raw_kakari_present,dest_page,origin_office_id,origin_section_id,origin_ka,origin_kakari,lag_raw_kakari_present,lag_page,side_missingness,dest_section_kakari_present_share,origin_section_kakari_present_share,dest_context_flag,origin_context_flag
evt_103,12032,1489,1489_grp_179,庶務課,教化係,TRUE,49,1490,1490_grp_179,教化課,NA,FALSE,45,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_103,12065,1489,1489_grp_179,庶務課,教化係,TRUE,49,1490,1490_grp_179,教化課,NA,FALSE,45,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_105,10334,1489,1489_grp_179,庶務課,教化係,TRUE,49,1490,1490_grp_179,教化課,NA,FALSE,45,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_105,69132,1489,1489_grp_179,庶務課,教化係,TRUE,49,1490,1490_grp_179,教化課,NA,FALSE,45,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_113,9608,1529,1529_grp_24,企画課,施設第一係,TRUE,79,1531,1531_grp_24,施設課,NA,FALSE,48,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,19841,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,23747,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,26034,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,33936,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,34148,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,36165,1529,1529_grp_24,企画課,施設第一係,TRUE,79,1449,1449_grp_24,庶務課,NA,FALSE,48,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,36219,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,63476,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,68553,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,72784,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,75825,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_114,81004,1529,1529_grp_24,企画課,施設第一係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_121,4255,1530,1530_grp_24,企画課,施設第二係,TRUE,79,8905,8905_grp_24,施設課,NA,FALSE,49,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_121,52985,1530,1530_grp_24,企画課,施設第二係,TRUE,79,1449,1449_grp_2,庶務課,NA,FALSE,50,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_121,82621,1530,1530_grp_24,企画課,施設第二係,TRUE,79,1449,1449_grp_24,庶務課,NA,FALSE,46,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_131,17209,1552,1552_grp_4,交通局経理課,会計係,TRUE,90,1919,1919_grp_4,経理課,NA,FALSE,71,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
evt_131,61560,1552,1552_grp_4,交通局経理課,会計係,TRUE,90,1555,1555_grp_4,会計課,NA,FALSE,72,origin_missing_only,1,0,dest_section_mostly_present,origin_section_all_missing
