n_selected_workers,n_events,share_dest_raw_kakari_present,share_origin_raw_kakari_present,share_dest_section_has_any_kakari,share_origin_section_has_any_kakari,share_dest_section_mostly_present,share_origin_section_mostly_present
176,50,0.4715909090909091,0,0.4715909090909091,0,0.4715909090909091,0
