n,mean_drafts,mean_transfers,mean_hires,mean_transfer_share,mean_slack_same_section,mean_slack_same_department,mean_slack_different_department,share_any_slack_same_section,share_any_slack_same_department,share_any_slack_different_department,p50_slack_same_section,p50_slack_same_department,p50_slack_different_department
258,6.232558139534884,13.290697674418604,4.042635658914729,0.7724537639457476,3.395348837209302,8.80232558139535,328.7596899224806,0.18992248062015504,0.43023255813953487,0.43410852713178294,0,0,0
