term,estimate,std.error,statistic,p.value
same_section,11.027348546018754,4.608679633363334,2.392734887925197,0.016723319913679473
same_department,1.4896916048465247,0.18119089521758813,8.221669212780185,2.006900893545375e-16
log_origin_matched_workers,0.7635491095293043,0.08813579279226133,8.663326048805304,4.581954865003852e-18
log_origin_prior_hiring,0.13119954860980848,0.07369577548933036,1.7802858812280697,0.0750291865494456
prewar_tie,-0.5709247613037318,2.6504570228938458,-0.2154061568900218,0.8294506701716904
