year_num,gov_level,office_id,office,office_norm,ward_current,historical_ward_guess,ward_assignment_method,ward_jp,historical_wards,slug,distance_to_yurakucho_km,central_hq,ward_guess_jp,ward_centroid_lat,ward_centroid_lon
1941,TokyoFu,6840,東京市立芝商業學校,東京市立芝商業学校,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,6841,東京市立荒川商業學校,東京市立荒川商業学校,Arakawa,Arakawa,name_keyword,荒川区,Arakawa,arakawa-ku,7.031496040938235,0,荒川区,35.7361,139.7833
1941,TokyoFu,6842,東京市立麻布工業學校,東京市立麻布工業学校,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,6850,東京職業紹介所,東京職業紹介所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6867,松本會館,松本会館,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6873,板橋分所,板橋分所,Itabashi,Itabashi,name_keyword,板橋区,Itabashi,itabashi-ku,9.81289847875712,0,板橋区,35.7513,139.7093
1941,TokyoFu,6876,板橋區,板橋区,Itabashi,Itabashi,name_keyword,板橋区,Itabashi,itabashi-ku,9.81289847875712,0,板橋区,35.7513,139.7093
1941,TokyoFu,6887,染學校,染学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6888,染織試驗場,染織試験場,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6894,校,校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6909,業取締所繭檢定所,業取締所繭検定所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6910,業學校,業学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6920,横濱神奈川鶴屋,横濱神奈川鶴屋,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6925,橋梁課,橋梁課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,6927,檢定係,検定係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,6949,水産試驗場,水産試験場,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,6983,江戸川區,江戸川区,Edogawa,Edogawa,name_keyword,江戸川区,Edogawa,edogawa-ku,10.086549942004947,0,江戸川区,35.7067,139.8683
1941,TokyoFu,7001,河港課,河港課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7004,波戸部田山垣口田部,波戸部田山垣口田部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7012,淀橋區,淀橋区,Shinjuku,Yotsuya/Ushigome/Yodobashi,name_keyword,新宿区,Yotsuya; Ushigome; Yodobashi,shinjuku-ku,5.837560049760066,0,新宿区,35.6938,139.7034
1941,TokyoFu,7021,淀橋診療所,淀橋診療所,Shinjuku,Yotsuya/Ushigome/Yodobashi,name_keyword,新宿区,Yotsuya; Ushigome; Yodobashi,shinjuku-ku,5.837560049760066,0,新宿区,35.6938,139.7034
1941,TokyoFu,7029,深川區,深川区,Koto,Fukagawa/Joto,name_keyword,江東区,Fukagawa; Joto,koto-ku,4.856300520926465,0,江東区,35.6728,139.8174
1941,TokyoFu,7039,淺草區,浅草区,Taito,Shitaya/Asakusa,name_keyword,台東区,Shitaya; Asakusa,taito-ku,4.449000431186642,0,台東区,35.7126,139.7802
1941,TokyoFu,7093,濟生會三河島診療所,済生会三河島診療所,Arakawa,Arakawa,name_keyword,荒川区,Arakawa,arakawa-ku,7.031496040938235,0,荒川区,35.7361,139.7833
1941,TokyoFu,7095,濟部農林課,済部農林課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7110,營繕課,営繕課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7116,牛學校府立久留米青年學校,牛学校府立久留米青年学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7124,物價統制課,物價統制課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7134,王子區,王子区,Kita,Takinogawa/Oji,name_keyword,北区,Takinogawa; Oji,kita-ku,9.078380214757798,0,北区,35.7528,139.7336
1941,TokyoFu,7142,産業組合課,産業組合課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7162,甲學校,甲学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7188,目黒分所,目黒分所,Meguro,Meguro,name_keyword,目黒区,Meguro,meguro-ku,6.986607322123391,0,目黒区,35.6415,139.6982
1941,TokyoFu,7191,目黒區,目黒区,Meguro,Meguro,name_keyword,目黒区,Meguro,meguro-ku,6.986607322123391,0,目黒区,35.6415,139.6982
1941,TokyoFu,7195,目黒診療所,目黒診療所,Meguro,Meguro,name_keyword,目黒区,Meguro,meguro-ku,6.986607322123391,0,目黒区,35.6415,139.6982
1941,TokyoFu,7228,社會教育課,社会教育課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7230,社會課,社会課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7235,神田區,神田区,Chiyoda,Kojimachi/Kanda,name_keyword,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7244,科校,科校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7280,第一東京市立中學校,第一東京市立中学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7281,第一東京市立高等女學校,第一東京市立高等女学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7286,第一道路出張所,第一道路出張所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7298,第三東京市立中學校,第三東京市立中学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7299,第三河川出張所,第三河川出張所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7303,第三道路出張所,第三道路出張所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7323,第二荏原專修女學校,第二荏原専修女学校,Shinagawa,Shinagawa/Ebara,name_keyword,品川区,Shinagawa; Ebara,shinagawa-ku,7.911354355149989,0,品川区,35.6092,139.7301
1941,TokyoFu,7325,第二道路出張所,第二道路出張所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7349,第四道路出張所,第四道路出張所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7356,管理署,管理署,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7390,經済部産業組合課,経済部産業組合課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7391,經済部資材統制課,経済部資材統制課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7392,經濟〓物價統湖課,経済〓物價統湖課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7397,經濟部工務課,経済部工務課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7398,經濟部物價統制課,経済部物價統制課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7399,經濟部産業組合課,経済部産業組合課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7400,經濟部資材統制課,経済部資材統制課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7401,經濟部農林課,経済部農林課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7405,經理課,経理課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7422,繭檢定所,繭検定所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7428,美術館,美術館,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7429,美衛館,美衛館,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7450,職業課,職業課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7452,背山師範學校,背山師範学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7461,芝區,芝区,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,7477,若葉寮,若葉寮,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7484,荏原區,荏原区,Shinagawa,Shinagawa/Ebara,name_keyword,品川区,Shinagawa; Ebara,shinagawa-ku,7.911354355149989,0,品川区,35.6092,139.7301
1941,TokyoFu,7492,荒川區,荒川区,Arakawa,Arakawa,name_keyword,荒川区,Arakawa,arakawa-ku,7.031496040938235,0,荒川区,35.7361,139.7833
1941,TokyoFu,7506,落合,落合,Shinjuku,Yotsuya/Ushigome/Yodobashi,name_keyword,新宿区,Yotsuya; Ushigome; Yodobashi,shinjuku-ku,5.837560049760066,0,新宿区,35.6938,139.7034
1941,TokyoFu,7512,葛飾區,葛飾区,Katsushika,Katsushika,name_keyword,葛飾区,Katsushika,katsushika-ku,10.717065821617748,0,葛飾区,35.7434,139.8472
1941,TokyoFu,7517,蒲田區,蒲田区,Ota,Omori/Kamata,name_keyword,大田区,Omori; Kamata,ota-ku,13.333925749206644,0,大田区,35.5614,139.7161
1941,TokyoFu,7525,藤房,藤房,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7535,虎ノ門税務出張所,虎ノ門税務出張所,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,7570,視學課,視学課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7571,視廳警部,視庁警部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7580,診療所,診療所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7606,調布飛行場建設事務所,調布飛行場建設事務所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7608,調査課,調査課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7612,警視廳屬兼警視廳警部,警視庁屬兼警視庁警部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7614,警視聽屬兼警視廳警部,警視聽屬兼警視庁警部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7643,資材統制課,資材統制課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7647,赤坂區,赤坂区,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,7657,足立區,足立区,Adachi,Adachi,name_keyword,足立区,Adachi,adachi-ku,11.721325980632413,0,足立区,35.775,139.8044
1941,TokyoFu,7673,軍事援護課,軍事援護課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7676,農事講習所,農事講習所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7680,農林課,農林課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7686,込王子職業紹介所,込王子職業紹介所,Kita,Takinogawa/Oji,name_keyword,北区,Takinogawa; Oji,kita-ku,9.078380214757798,0,北区,35.7528,139.7336
1941,TokyoFu,7697,道路課,道路課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7703,部,部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7708,部農林課,部農林課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7709,郵澤部産業組合課,郵澤部産業組合課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7732,配屬將校,配屬將校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7748,野納康,野納康,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7754,金町分所,金町分所,Katsushika,Katsushika,name_keyword,葛飾区,Katsushika,katsushika-ku,10.717065821617748,0,葛飾区,35.7434,139.8472
1941,TokyoFu,7767,鎌經濟部工務課,鎌経済部工務課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7845,青山師範學校,青山師範学校,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,7857,頒泣北多摩保健所,頒泣北多摩保健所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7858,願館出張所,願館出張所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7863,飯田橋税務出張所,飯田橋税務出張所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,7878,體育課,体育課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7879,體育課社寺兵事課,体育課社寺兵事課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7910,麹町區,麹町区,Chiyoda,Kojimachi/Kanda,name_keyword,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7915,麻布區,麻布区,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,7918,麻布商業學校,麻布商業学校,Minato,Shiba/Azabu/Akasaka,name_keyword,港区,Shiba; Azabu; Akasaka,minato-ku,2.1643816912263985,0,港区,35.6581,139.7516
1941,TokyoFu,7967,○商務課,商務課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7988,○河港課,河港課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7995,○社寺兵事課,社寺兵事課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,7996,○社會課,社会課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8007,○資材統制課,資材統制課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8013,○農林課,農林課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8024,〇人事課,人事課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,1,千代田区,35.694,139.7536
1941,TokyoFu,8084,〓業課,業課,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8098,〓知事官房,知事官房,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,1,千代田区,35.694,139.7536
1941,TokyoFu,8126,〔敗療係,敗療係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8145,一一九失業對策係,一一九失業対策係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8148,一副業係,一副業係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8151,一學校幼稚園及青年學校,一学校幼稚園及青年学校,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8153,一府會事務局,一府会事務局,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,1,千代田区,35.694,139.7536
1941,TokyoFu,8158,一電氣瓦斯水道煖房,一電気瓦斯水道煖房,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8160,七六規畫係,七六規画係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8164,三宿,三宿,Setagaya,Setagaya,name_keyword,世田谷区,Setagaya,setagaya-ku,10.467247155679628,0,世田谷区,35.6466,139.6532
1941,TokyoFu,8197,九一庶務係,九一庶務係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,1,千代田区,35.694,139.7536
1941,TokyoFu,8198,九二庶務係,九二庶務係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,1,千代田区,35.694,139.7536
1941,TokyoFu,8199,九四社寺係,九四社寺係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8210,二八檢税係,二八検税係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8212,二四三第二會議室,二四三第二会議室,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,1,千代田区,35.694,139.7536
1941,TokyoFu,8213,二四二第一會議室,二四二第一会議室,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,1,千代田区,35.694,139.7536
1941,TokyoFu,8235,佐室,佐室,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8243,保房,保房,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8252,兒童係,児童係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8255,八八教化係,八八教化係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8307,北室,北室,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8315,南多摩方面事務所,南多摩方面事務所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8325,口屋,口屋,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8332,吉野清房,吉野清房,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8345,商工奬勵館事務室,商工奬勵館事務室,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8353,國費係,国費係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8358,土屋,土屋,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8361,土木部,土木部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8364,地代家賃係,地代家賃係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8370,城所,城所,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8372,堀内康,堀内康,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8405,委員會室,委員会室,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8429,小室,小室,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8457,岡部,岡部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8462,崎部,崎部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8470,工務第一區係,工務第一区係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8514,康,康,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8535,戸河里長康,戸河里長康,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8539,戸部,戸部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8562,援護會支部,援護会支部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8565,政康,政康,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8571,旅券係,旅券係,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8578,星澤康,星澤康,NA,NA,unassigned,NA,NA,NA,NA,0,NA,NA,NA
1941,TokyoFu,8594,服部,服部,Chiyoda,Kojimachi/Kanda,central_admin_fallback,千代田区,Kojimachi; Kanda,chiyoda-ku,2.3114399109721178,0,千代田区,35.694,139.7536
1941,TokyoFu,8595,木場,木場,Koto,Fukagawa/Joto,name_keyword,江東区,Fukagawa; Joto,koto-ku,4.856300520926465,0,江東区,35.6728,139.8174
1941,TokyoFu,8617,東京市四谷高等家政女學校,東京市四谷高等家政女学校,Shinjuku,Yotsuya/Ushigome/Yodobashi,name_keyword,新宿区,Yotsuya; Ushigome; Yodobashi,shinjuku-ku,5.837560049760066,0,新宿区,35.6938,139.7034
